5	100	1336669.000000
10	100	2803857.300000
15	100	2596674.200000
20	100	4038638.400000
25	100	84261740.120000
30	100	7218309.200000
35	100	5128842.285714
40	100	6153142.275000
45	100	10831692.822222
50	100	6737460.200000
55	100	7183488.090909
60	100	11179592.350000
65	100	5823376.415385
70	100	6667521.914286
75	100	7359417.280000
80	100	131487576.725000
85	100	5988330.105882
90	100	7373014.744444
95	100	7312862.326316
100	100	7972395.120000
105	100	101876263.952381
110	100	7413078.790909
115	100	6483412.234783
120	100	5357064.441667
125	100	6055856.496000
130	100	51280169.630769
135	100	5478934.555556
140	100	6349761.321429
145	100	5652314.482759
150	100	21818769.693333
155	100	5634036.154839
160	100	4995151.518750
165	100	5977949.969697
170	100	4706765.341176
175	100	16287198.840000
180	100	5366039.277778
185	100	4381250.567568
190	100	27315579.010526
195	100	24920524.184615
200	100	4524245.750000
205	100	4906048.521951
210	100	4081406.604762
215	100	13756643.139535
220	100	4960797.954545
225	100	4123188.444444
230	100	12051149.069565
235	100	4377944.310638
240	100	54271393.337500
245	100	3759081.897959
250	100	3964922.272000
255	100	3332794.141176
260	100	80230101.396154
265	100	3395961.728302
270	100	3506839.651852
275	100	4434307.803636
280	100	3174042.164286
285	100	3049884.852632
290	100	3662227.189655
295	100	3033590.620339
300	100	3674675.160000
305	100	55100242.642623
310	100	3654455.825806
315	100	3429212.165079
320	100	2799626.337500
325	100	3401241.169231
330	100	33376739.984848
335	100	3553530.050746
340	100	2930148.088235
345	100	2703388.936232
350	100	8863932.720000
355	100	3084317.605634
360	100	2958109.119444
365	100	2796954.084932
370	100	3809885.570270
375	100	56175403.490667
380	100	3141245.550000
385	100	2819340.631169
390	100	3109016.700000
395	100	22949400.934177
400	100	2724101.392500
405	100	2677289.320988
410	100	2861466.324390
415	100	3380813.551807
420	100	36530950.269048
425	100	4216574.985882
430	100	2774418.074419
435	100	2875976.259770
440	100	25044509.820455
445	100	2634583.173034
450	100	2763514.651111
455	100	2571216.615385
460	100	2817274.547826
465	100	7394350.984946
470	100	2642760.004255
475	100	2415641.248421
480	100	2728028.475000
485	100	22969814.616495
490	100	2819711.100000
495	100	2720120.595960
500	100	2364708.458000

500	5	346924.112000
500	10	275819.276000
500	15	1061383.452000
500	20	924316.722000
500	25	35487849.976000
500	30	1554733.892000
500	35	1515314.652000
500	40	1552565.700000
500	45	1784755.922000
500	50	2286383.982000
500	55	2237082.562000
500	60	2051215.610000
500	65	31273265.340000
500	70	2460434.074000
500	75	3014149.300000
500	80	3177321.620000
500	85	3318722.172000
500	90	42095530.612000
500	95	3793994.064000
500	100	4299164.796000

5	100	127284880.400000
10	100	143149528.500000
15	100	282289734.266667
20	100	52430838.000000
25	100	21479487.840000
30	100	27910620.733333
35	100	41356121.000000
40	100	20871394.425000
45	100	237275828.377778
50	100	16829106.020000
55	100	28651065.145455
60	100	19720315.600000
65	100	18053782.215385
70	100	25147683.500000
75	100	281941950.613333
80	100	19959634.875000
85	100	16548466.200000
90	100	17475860.222222
95	100	17185154.157895
100	100	18102153.270000
105	100	146911756.085714
110	100	16141257.281818
115	100	16692528.391304
120	100	14281017.275000
125	100	15816205.424000
130	100	166637119.200000
135	100	14813389.259259
140	100	12281981.478571
145	100	13531067.841379
150	100	12402024.213333
155	100	152768849.219355
160	100	10771759.512500
165	100	10738527.775758
170	100	10477825.611765
175	100	9589374.662857
180	100	9624908.822222
185	100	73077329.302703
190	100	10364177.152632
195	100	9547323.820513
200	100	8732123.100000
205	100	8075133.175610
210	100	196789622.752381
215	100	9209674.283721
220	100	11205049.381818
225	100	7605172.702222
230	100	94619422.265217
235	100	8575717.859574
240	100	7770178.033333
245	100	7237187.555102
250	100	6769044.868000
255	100	6421783.086275
260	100	75731212.538462
265	100	10138705.324528
270	100	7559759.233333
275	100	6683272.025455
280	100	6305397.007143
285	100	96798709.835088
290	100	7151896.858621
295	100	7697310.854237
300	100	6227803.090000
305	100	5378989.747541
310	100	43763825.761290
315	100	5602880.333333
320	100	19713799.271875
325	100	5079555.443077
330	100	34904102.915152
335	100	5082830.134328
340	100	5108285.252941
345	100	5124055.342029
350	100	4945415.108571
355	100	43849473.721127
360	100	5013773.966667
365	100	4829624.912329
370	100	4925347.578378
375	100	4677999.434667
380	100	220619566.457895
385	100	4702535.579221
390	100	4698585.948718
395	100	4574093.005063
400	100	4541248.095000
405	100	4429146.135802
410	100	48171824.309756
415	100	4783169.910843
420	100	4476088.626190
425	100	4598123.103529
430	100	8082295.169767
435	100	37381960.845977
440	100	4688082.309091
445	100	7798221.319101
450	100	4845161.006667
455	100	5251118.905495
460	100	43596159.908696
465	100	7864605.378495
470	100	6248987.197872
475	100	37676341.724211
480	100	4363589.702083
485	100	5073342.074227
490	100	4650723.987755
495	100	4265168.440404
500	100	50146465.692000

500	5	90593.796000
500	10	174931.898000
500	15	185317.856000
500	20	289372.422000
500	25	345014.226000
500	30	397298.084000
500	35	403859.988000
500	40	543956.202000
500	45	677666.730000
500	50	676205.010000
500	55	760893.808000
500	60	24772179.528000
500	65	1101138.836000
500	70	890775.974000
500	75	985265.694000
500	80	1004507.462000
500	85	1041117.044000
500	90	13130722.086000
500	95	1258465.164000
500	100	1347928.242000

5	100	9233091.800000
10	100	12175294.400000
15	100	18762660.400000
20	100	609779545.400000
25	100	18697560.240000
30	100	12082864.566667
35	100	17677507.628571
40	100	29740907.075000
45	100	326128528.400000
50	100	16409425.400000
55	100	20529161.090909
60	100	17543039.550000
65	100	264406315.538462
70	100	20581582.257143
75	100	17969519.800000
80	100	13952471.812500
85	100	85537328.329412
90	100	16974951.511111
95	100	16707448.915789
100	100	153485132.690000
105	100	17647286.914286
110	100	15838518.600000
115	100	119283247.834783
120	100	16347221.300000
125	100	16463461.864000
130	100	136499599.446154
135	100	15570073.525926
140	100	16918046.621429
145	100	96169382.627586
150	100	14379059.260000
155	100	14658458.509677
160	100	75296418.981250
165	100	11099984.393939
170	100	13065140.170588
175	100	55509136.194286
180	100	14705780.211111
185	100	120257952.702703
190	100	11477566.852632
195	100	12457609.620513
200	100	51151125.830000
205	100	11470936.078049
210	100	11357157.638095
215	100	46867973.372093
220	100	10670562.200000
225	100	72546617.164444
230	100	8854034.047826
235	100	10682426.068085
240	100	55794905.245833
245	100	8863322.828571
250	100	19991717.232000
255	100	8131156.686275
260	100	9581823.803846
265	100	37420906.792453
270	100	9322350.603704
275	100	8581774.650909
280	100	50695882.935714
285	100	8648796.042105
290	100	9516580.675862
295	100	47217076.511864
300	100	12542927.000000
305	100	33325958.101639
310	100	7813968.606452
315	100	7344308.984127
320	100	50098489.612500
325	100	8346248.123077
330	100	90965995.821212
335	100	8057887.507463
340	100	7059470.044118
345	100	29479363.460870
350	100	8755718.465714
355	100	7647078.692958
360	100	48287726.630556
365	100	6977488.821918
370	100	34155428.402703
375	100	6909560.458667
380	100	7629440.697368
385	100	26863927.514286
390	100	6706799.053846
395	100	66353716.354430
400	100	6634979.772500
405	100	6393162.612346
410	100	905246072.519512
415	100	30291339.693976
420	100	5894055.307143
425	100	28379447.065882
430	100	5980772.574419
435	100	5377695.096552
440	100	34243090.020455
445	100	6553440.750562
450	100	5417366.940000
455	100	5946587.186813
460	100	5983704.623913
465	100	45466322.064516
470	100	5818681.934043
475	100	22831401.837895
480	100	6589220.704167
485	100	5152099.736082
490	100	29639728.489796
495	100	5481496.991919
500	100	6065223.770000

500	5	118634.934000
500	10	299895.222000
500	15	506964.314000
500	20	629075.206000
500	25	912143.176000
500	30	1106859.968000
500	35	1155219.708000
500	40	1277635.088000
500	45	1618818.400000
500	50	1664548.084000
500	55	1733207.598000
500	60	2101435.612000
500	65	3227297.016000
500	70	2089859.080000
500	75	26206357.476000
500	80	2999731.418000
500	85	3307454.400000
500	90	26618174.358000
500	95	3575593.898000
500	100	3290052.390000
